"KodeUnit","KT","Inisial","NoInput","Tanggal","Nama","Alamat","Ket","RekKB","NoUrut","KdBud","kdAfd","Norek","Netral","Kdblok","Uraian","Nilai","Jml_Fisik","KdArus","TglKom","namauser","thntnm","KMK",
"14","BK","BBD","BBD201612-00021","27-12-2016 00:00:00","CV.Lima Karya","Bandung","","110000001","001","02","02","150120481","","","CV.LIMA KARYA-------------Pembayaran atas pembelian barang bahan Bulan Pebruari 2015","8499700","0","K001","28-12-2016 10:48:43","kas","","02",
"14","BT","BBD","BBD201612-00018","23-12-2016 00:00:00","KANTOR PUSAT","BANDUNG","","110000001","001","02","02","080010100","","","Transfer Uang Kerja dari kanpus untuk pembayaran -Cuti Pebruari 2015","13960500","0","T004","28-12-2016 10:34:36","kas","","02",
"14","BT","BBD","BBD201612-00018","23-12-2016 00:00:00","KANTOR PUSAT","BANDUNG","","110000001","002","02","02","080010100","","","- Yubilium Triw I Tahun 2015","78057000","0","T004","28-12-2016 10:34:36","kas","","02",
"14","BT","BBD","BBD201612-00018","23-12-2016 00:00:00","KANTOR PUSAT","BANDUNG","","110000001","003","02","02","080010100","","","- Barang Bahan Pebruari 2015","131451705","0","T004","28-12-2016 10:34:36","kas","","02",
"14","BT","BBD","BBD201612-00018","23-12-2016 00:00:00","KANTOR PUSAT","BANDUNG","","110000001","004","02","02","080010100","","","- Barang Bahan Nopember 2016","281672000","0","T004","28-12-2016 10:34:36","kas","","02",
"14","BK","BBD","BBD201612-00009","09-12-2016 00:00:00","Terlampir","Terlampir","","110000001","001","02","02","154010000","","","Gaji Karyawan Gol III A-IVD Bulan Nopember 2016","54656631","0","K001","15-12-2016 00:00:00","kas","","01",
"14","BK","BBD","BBD201612-00023","27-12-2016 00:00:00","CV.Lisara Persada","Bandung","","110000001","001","02","02","150120336","","","CV.LISARA PERSADA-----------------Pembayaran atas pembelian barang bahan Bulan Nopember 2016","165028105","0","K001","28-12-2016 10:59:13","kas","","02",
"14","BK","BBD","BBD201612-00009","09-12-2016 00:00:00","Terlampir","Terlampir","","110000001","002","02","02","154020200","","","Gaji Karyawan Gol IB - IID Bulan Nopember 2016 Bag. Administrasi","11501851","0","K001","15-12-2016 00:00:00","kas","","01",
"14","BK","BBD","BBD201612-00009","09-12-2016 00:00:00","Terlampir","Terlampir","","110000001","003","02","10","154021000","","","- Afdeling Sukatingal","10868717","0","K001","15-12-2016 00:00:00","kas","","01",
"14","BK","BBD","BBD201612-00009","09-12-2016 00:00:00","Terlampir","Terlampir","","110000001","004","02","11","154021100","","","- Afdeling Talun","9206152","0","K001","15-12-2016 00:00:00","kas","","01",
"14","BK","BBD","BBD201612-00009","09-12-2016 00:00:00","Terlampir","Terlampir","","110000001","005","02","12","154021200","","","- Afdeling Santosa","15487087","0","K001","15-12-2016 00:00:00","kas","","01",
"14","BK","BBD","BBD201612-00009","09-12-2016 00:00:00","Terlampir","Terlampir","","110000001","006","02","14","154021400","","","- Afdeling Lodaya","9931648","0","K001","15-12-2016 00:00:00","kas","","01",
"14","BK","BBD","BBD201612-00009","09-12-2016 00:00:00","Terlampir","Terlampir","","110000001","007","36","15","154021500","","","- Afdeling Cikembang","6121167","0","K001","15-12-2016 00:00:00","kas","","01",
"14","BK","BBD","BBD201612-00009","09-12-2016 00:00:00","Terlampir","Terlampir","","110000001","008","02","20","154022000","","","- Pabrik Santosa","11071021","0","K001","15-12-2016 00:00:00","kas","","01",
"14","BK","BBD","BBD201612-00009","09-12-2016 00:00:00","Terlampir","Terlampir","","110000001","009","02","21","154022100","","","- Pabrik Talun","11596906","0","K001","15-12-2016 00:00:00","kas","","01",
"14","BK","BBD","BBD201612-00009","09-12-2016 00:00:00","Terlampir","Terlampir","","110000001","010","02","30","154023000","","","- Bagian Teknik","9139139","0","K001","15-12-2016 00:00:00","kas","","01",
"14","BK","BBD","BBD201612-00009","09-12-2016 00:00:00","Terlampir","Terlampir","","110000001","011","02","02","154030200","","","Gaji Karyawan Gol I A Bagian Administrasi Bulan Nopember 2016","19155910","0","K001","15-12-2016 00:00:00","kas","","01",
"14","BK","BBD","BBD201612-00009","09-12-2016 00:00:00","Terlampir","Terlampir","","110000001","012","02","21","154032100","","","Gaji Karyawan Gol I A Bagian Pabrik Talun Bulan Nopember 2016","14378275","0","K001","15-12-2016 00:00:00","kas","","01",
"14","BK","BBD","BBD201612-00009","09-12-2016 00:00:00","Terlampir","Terlampir","","110000001","013","02","20","154032000","","","Gaji Karyawan Gol I A Bagian Pabrik Santosa Bulan Nopember 2016","4776164","0","K001","15-12-2016 00:00:00","kas","","01",
"14","BK","BBD","BBD201612-00009","09-12-2016 00:00:00","Terlampir","Terlampir","","110000001","014","02","02","154033000","","","Gaji Karyawan Gol I A Bagian Teknik Bulan Nopember 2016","10422249","0","K001","15-12-2016 00:00:00","kas","","01",
"14","BK","BBD","BBD201612-00009","09-12-2016 00:00:00","Terlampir","Terlampir","","110000001","015","02","02","154040200","","","Gaji KHL Bagian Administrasi Nopember 2016","15756600","0","K001","15-12-2016 00:00:00","kas","","01",
"14","BK","BBD","BBD201612-00009","09-12-2016 00:00:00","Terlampir","Terlampir","","110000001","016","02","02","154110200","","","Gaji Honorer Bagian Administrasi Nopember 2016","12795000","0","K001","15-12-2016 00:00:00","kas","","01",
