"KodeUnit","KT","Inisial","NoInput","Tanggal","Nama","Alamat","Ket","RekKB","NoUrut","KdBud","kdAfd","Norek","Netral","Kdblok","Uraian","Nilai","Jml_Fisik","KdArus","TglKom","namauser","thntnm","KMK",
"71","KK","KAS","KAS201701-00054","12-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","002","00","02","157070000","","","Biaya Kerja Sama Pengamanan Aset Perusahaan dengan 310 Cikembar Bulan Nopember 2016.Kwitansi terlampir","4000000","0","K002","12-01-2017 09:22:00","ferry","","01",
"71","KK","KAS","KAS201701-00054","12-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","003","00","02","157070000","","","Biaya Operasional Panen Pisang di Afdeling V Bulan Nopember 2016.Kwitansi terlampir","245000","0","K002","12-01-2017 09:22:00","ferry","","01",
"71","KK","KAS","KAS201701-00070","13-01-2017 00:00:00","Sdr.Wawan Setiawan SP","Cibungur","Uang Muka Brg","100000000","001","00","10","146020000","","","Uang Muka Sadap Libur Lancuran Afd I Tgl.08 Januari 2017.Daftar terlampir","11089000","0","K006","13-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00071","13-01-2017 00:00:00","Sdr.Wawan Setiawan SP","Cibungur","Uang Muka Brg","100000000","001","00","10","146020000","","","Uang Muka Sadap Borong Murni Afd I Tgl.02 s.d 07 Januari 2017.Daftar terlampir","6728000","0","K006","13-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00060","13-01-2017 00:00:00","Sdr.Wawan Setiawan SP","Cibungur","Sadap Libur","100000000","001","00","10","196200000","","","Kary.Lepas Afd I Tgl.01","3746000","0","K099","13-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00061","13-01-2017 00:00:00","Sdr.Wawan Setiawan SP","Cibungur","Uang Muka","100000000","001","00","10","146020000","","","Uang Muka Sadap Borong Murni Afd I Tgl.02 s.d 07 Januari 2017.Daftar terlampir","4215000","0","K006","13-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00054","12-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","004","00","02","157070000","","","Biaya Operasional Panen Pisang di Afdeling I Bulan Nopember 2016.Kwitansi terlampir","235000","0","K002","12-01-2017 09:22:00","ferry","","01",
"71","KK","KAS","KAS201701-00054","12-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","005","00","02","157070000","","","Biaya Operasional TM Pisang di Afdeling III Bulan Nopember 2016.Kwitansi terlampir","235000","0","K002","12-01-2017 09:22:00","ferry","","01",
"71","KK","KAS","KAS201701-00054","12-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","006","00","02","157070000","","","Biaya Operasional TM Karet di Afdeling III Bulan Nopember 2016.Kwitansi terlampir","250000","0","K002","12-01-2017 09:22:00","ferry","","01",
"71","KK","KAS","KAS201701-00054","12-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","007","00","02","157070000","","","Biaya Operasional Panen Karet di Afdeling I Bulan Nopember 2016.Kwitansi terlampir","300000","0","K002","12-01-2017 09:22:00","ferry","","01",
"71","KK","KAS","KAS201701-00062","13-01-2017 00:00:00","Sdr.Heriyanto","Cibungur","Sadap Libur","100000000","001","00","11","160000001","","","PPh Anemer Afd II Tgl.01","-9971","0","K001","13-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00063","13-01-2017 00:00:00","Sdr.Heriyanto","Cibungur","Uang Muka Brg","100000000","001","00","11","146020000","","","Uang Muka Sadap Borong Lancuran Afd II Tgl.01 Januari 2017.Daftar terlampir","6808000","0","K006","13-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00060","13-01-2017 00:00:00","Sdr.Wawan Setiawan SP","Cibungur","Sadap Libur","100000000","002","00","10","196200000","","","Jasa Anemer Afd I Tgl.01","262220","0","K099","13-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00060","13-01-2017 00:00:00","Sdr.Wawan Setiawan SP","Cibungur","Sadap Libur","100000000","003","00","10","160000001","","","PPh Anemer Afd I Tgl.01","-12259","0","K099","13-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00069","13-01-2017 00:00:00","Sdr.Wawan Setiawan SP","Mandaling","Sadap Libur","100000000","001","00","10","196200000","","","Kary.Pelaksana I Afd I Tgl.08","3143500","0","K001","13-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00069","13-01-2017 00:00:00","Sdr.Wawan Setiawan SP","Mandaling","Sadap Libur","100000000","002","00","10","196200000","","","Jasa Anemer Afd I Tgl.08","220045","0","K099","13-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00057","13-01-2017 00:00:00","Sdr.Amir","Cibungur","Upah Libur","100000000","001","00","30","201070000","D8550DI","","Pembayaran Upah Kerja Libur Karyawan Teknik Tgl.01 Januari 2016.Daftar terlampirKepala Pool dll","223514","0","K001","13-01-2017 07:52:55","ferry","","01",
"71","KK","KAS","KAS201701-00057","13-01-2017 00:00:00","Sdr.Amir","Cibungur","Upah Libur","100000000","002","00","30","201010000","D8907EO","","Pengemudi D.8907.EO","121064","0","K001","13-01-2017 07:52:55","ferry","","01",
"71","KK","KAS","KAS201701-00057","13-01-2017 00:00:00","Sdr.Amir","Cibungur","Upah Libur","100000000","003","00","30","201010000","D8502DT","","Pengemudi D.8502.DT","87075","0","K001","13-01-2017 07:52:55","ferry","","01",
"71","KK","KAS","KAS201701-00057","13-01-2017 00:00:00","Sdr.Amir","Cibungur","Upah Libur","100000000","004","00","30","201010000","D8108DQ","","Pengemudi D.8108.DQ","86266","0","K001","13-01-2017 07:52:55","ferry","","01",
"71","KK","KAS","KAS201701-00057","13-01-2017 00:00:00","Sdr.Amir","Cibungur","Upah Libur","100000000","005","00","30","201010000","D8850EY","","Pengemudi D.8850.EY","80844","0","K001","13-01-2017 07:52:55","ferry","","01",
"71","KK","KAS","KAS201701-00057","13-01-2017 00:00:00","Sdr.Amir","Cibungur","Upah Libur","100000000","006","00","30","201010000","D8192EU","","Pengemudi D.8192.EU","80844","0","K001","13-01-2017 07:52:55","ferry","","01",
"71","KK","KAS","KAS201701-00057","13-01-2017 00:00:00","Sdr.Amir","Cibungur","Upah Libur","100000000","007","00","30","201010000","D8851EY","","Pengemudi D.8851.EY","113214","0","K001","13-01-2017 07:52:55","ferry","","01",
"71","KK","KAS","KAS201701-00057","13-01-2017 00:00:00","Sdr.Amir","Cibungur","Upah Libur","100000000","008","00","30","201010000","D8905EO","","Pengemudi D.8905.EO","80844","0","K001","13-01-2017 07:52:55","ferry","","01",
"71","KK","KAS","KAS201701-00057","13-01-2017 00:00:00","Sdr.Amir","Cibungur","Upah Libur","100000000","009","00","30","201010000","D8906EO","","Pengemudi D.8906.EO","80844","0","K001","13-01-2017 07:52:55","ferry","","01",
"71","KK","KAS","KAS201701-00057","13-01-2017 00:00:00","Sdr.Amir","Cibungur","Upah Libur","100000000","010","00","30","201010000","D8501DT","","Pengemudi D.8501.DT","80844","0","K001","13-01-2017 07:52:55","ferry","","01",
"71","KK","KAS","KAS201701-00057","13-01-2017 00:00:00","Sdr.Amir","Cibungur","Upah Libur","100000000","011","00","30","200010000","F1148UL","","Pengemudi F.1148.UL","80844","0","K001","13-01-2017 07:52:55","ferry","","01",
"71","KK","KAS","KAS201701-00057","13-01-2017 00:00:00","Sdr.Amir","Cibungur","Upah Libur","100000000","012","00","30","200010000","D1257ABU","","Pengemudi D.1257.ABU","80844","0","K001","13-01-2017 07:52:55","ferry","","01",
"71","KK","KAS","KAS201701-00057","13-01-2017 00:00:00","Sdr.Amir","Cibungur","Upah Libur","100000000","013","00","30","200010000","D1842QA","","Pengemudi D.1842.QA","80844","0","K001","13-01-2017 07:52:55","ferry","","01",
"71","KK","KAS","KAS201701-00057","13-01-2017 00:00:00","Sdr.Amir","Cibungur","Upah Libur","100000000","014","00","30","424020000","","","Karyawan BU","410775","0","K001","13-01-2017 07:52:55","ferry","","01",
"71","KK","KAS","KAS201701-00057","13-01-2017 00:00:00","Sdr.Amir","Cibungur","Upah Libur","100000000","015","00","30","425010000","","","Operator Pompa Air","80844","0","K001","13-01-2017 07:52:55","ferry","","01",
"71","KK","KAS","KAS201701-00057","13-01-2017 00:00:00","Sdr.Amir","Cibungur","Upah Libur","100000000","016","00","30","411080100","","","Cuci Kendaraan","242531","0","K001","13-01-2017 07:52:55","ferry","","01",
"71","KK","KAS","KAS201701-00069","13-01-2017 00:00:00","Sdr.Wawan Setiawan SP","Mandaling","Sadap Libur","100000000","003","00","10","196200000","","","Kary.Lepas Afd I Tgl.08","6017000","0","K001","13-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00069","13-01-2017 00:00:00","Sdr.Wawan Setiawan SP","Mandaling","Sadap Libur","100000000","004","00","10","196200000","","","Jasa Anemer Afd I Tgl.08","421190","0","K099","13-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00069","13-01-2017 00:00:00","Sdr.Wawan Setiawan SP","Mandaling","Sadap Libur","100000000","005","00","10","160000001","","","PPh Anemer Afd I Tgl.08","-16031","0","K099","13-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00069","13-01-2017 00:00:00","Sdr.Wawan Setiawan SP","Mandaling","Sadap Libur","100000000","006","00","10","602020100","","","Pembayaran Upah Sadap Libur Afd III Tgl.08 Januari 2017.Daftar terlampirUnsur Pengawas Murni","930592","0","K001","13-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00078","14-01-2017 00:00:00","Sdr.Hilman S.Hadhie","Mandaling","Sadap Libur","100000000","001","00","12","602020100","","","Pembayaran Upah Sadap Libur Afd III Tgl.08 Januari 2017.Daftar terlampirUnsur Pengawas","1360083","0","K001","14-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00078","14-01-2017 00:00:00","Sdr.Hilman S.Hadhie","Mandaling","Sadap Libur","100000000","002","00","12","196200000","","","Kary.Pelaksana II Afd III Tgl.08","4233000","0","K001","14-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00078","14-01-2017 00:00:00","Sdr.Hilman S.Hadhie","Mandaling","Sadap Libur","100000000","003","00","12","196200000","","","Jasa Anemer Afd III Tgl.08","296310","0","K099","14-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00078","14-01-2017 00:00:00","Sdr.Hilman S.Hadhie","Mandaling","Sadap Libur","100000000","004","00","12","196200000","","","Kary.Lepas Afd III Tgl.08","15795500","0","K001","14-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00079","14-01-2017 00:00:00","Sdr.Hilman S.Hadhie","Mandaling","Uang Muka Brg","100000000","001","00","12","146020000","","","Uang Muka Sadap Libur Lancuran Afd III Tgl.02 s.d 08 Januari 2017.Daftar terlampir","9754000","0","K006","14-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00081","14-01-2017 00:00:00","Sdr.Harun","Cibungur","BBM","100000000","001","00","30","200030000","F1148UL","","Biaya Pembelian 10 (Sepuluh) Ltr Solar u/Kend F.1148.UL Tgl.07 Januari 2017.Nota terlampir","51500","10","K002","14-01-2017 09:33:00","ferry","","01",
"71","KK","KAS","KAS201701-00067","13-01-2017 00:00:00","Sdr.Hilman S.Hadhie","Mandaling","Uang Muka Brg","100000000","001","00","12","146020000","","","Uang Muka Pembayaran Kerja Kontan Sadap Borong Murni dan Reguler Afd III Tgl.05 Januari 2016.Daftar terlampir","17041324","0","K006","13-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00066","13-01-2017 00:00:00","Sdr.Hilman S.Hadhie","Mandaling","Uang Muka Brg","100000000","001","00","12","146020000","","","Uang Muka Sadap Borong Lancuran Afd III Tgl.01 Januari 2017.Daftar terlmapir","1796000","0","K006","13-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00091","18-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","BPD","100000000","001","31","02","157070000","","","Pembayaran Biaya Perjalanan Dinas Pengemudi Angk.Pisang Ke Serpong Bulan Desember 2016.Daftar terlampirBpd.Pengemudi D.8851.EY","924000","0","K002","18-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00091","18-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","BPD","100000000","002","31","02","157070000","","","By.Tol u/D.8851.EY","135000","0","K002","18-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00091","18-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","BPD","100000000","003","31","02","157070000","","","Bpd.Pengemudi D.8192.EU","198000","0","K002","18-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00091","18-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","BPD","100000000","004","31","02","157070000","","","By.Tol u/D.8192.EU","69000","0","K002","18-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00081","14-01-2017 00:00:00","Sdr.Harun","Cibungur","BBM","100000000","002","00","30","201030000","D8850EY","","Biaya Pembelian 25 (Dua puluh lima) Ltr Solar u/Truck D.8850.EY Tgl.07 Januari 2017.Nota terlampir","128750","25","K001","14-01-2017 09:33:00","ferry","","01",
"71","KK","KAS","KAS201701-00081","14-01-2017 00:00:00","Sdr.Harun","Cibungur","BBM","100000000","003","00","30","201030000","D8192EU","","Biaya Pembelian 10 (Sepuluh) Ltr Solar u/Truck D.8192.EU Tgl.07 Januari 2017.Nota terlampir","51500","10","K001","14-01-2017 09:33:00","ferry","","01",
"71","KK","KAS","KAS201701-00081","14-01-2017 00:00:00","Sdr.Harun","Cibungur","BBM","100000000","004","00","30","201030000","D8502DT","","Biaya Pembelian 10 (Sepuluh) Ltr Solar u/Truck D.8502.DT Tgl.07 Januari 2017.Nota terlampir","51500","10","K001","14-01-2017 09:33:00","ferry","","01",
"71","KK","KAS","KAS201701-00080","14-01-2017 00:00:00","Sdr.Harun S","Cibungur","BBM","100000000","001","00","30","201030000","D8108DQ","","Biaya Pembelian 10 (Sepuluh) Ltr Solar u/Kend D.8108.DQ Tgl.06 Januari 2017.Nota terlampir","51500","10","K001","14-01-2017 09:00:18","ferry","","01",
"71","KK","KAS","KAS201701-00080","14-01-2017 00:00:00","Sdr.Harun S","Cibungur","BBM","100000000","002","00","30","201030000","D8850EY","","Biaya Pembelian 10 (Sepuluh) Ltr Solar u/Truck D.8850.EY Tgl.06 Januari 2017.Nota terlampir","51500","10","K001","14-01-2017 09:00:18","ferry","","01",
"71","KK","KAS","KAS201701-00080","14-01-2017 00:00:00","Sdr.Harun S","Cibungur","BBM","100000000","003","00","30","201030000","D8906EO","","Biaya Pembelian 25 (Dua puluh lima) Ltr Solar u/Truck D.8906.EO Tgl.06 Januari 2017.Nota terlampir","128750","25","K001","14-01-2017 09:00:18","ferry","","01",
"71","KK","KAS","KAS201701-00080","14-01-2017 00:00:00","Sdr.Harun S","Cibungur","BBM","100000000","004","00","30","201030000","D8550DI","","Biaya Pembelian 40 (Empat puluh) Ltr Solar u/Truck D.8550.DI Tgl.06 Januari 2017.Nota terlampir","206000","40","K001","14-01-2017 09:00:18","ferry","","01",
"71","KK","KAS","KAS201701-00080","14-01-2017 00:00:00","Sdr.Harun S","Cibungur","BBM","100000000","005","00","30","201030000","D8478DI","","Biaya Pembelian 40 (Empat puluh) Ltr Solar u/Truck D.8478.DI Tgl.06 Januari 2017.Nota terlampir","206000","40","K001","14-01-2017 09:00:18","ferry","","01",
"71","KK","KAS","KAS201701-00080","14-01-2017 00:00:00","Sdr.Harun S","Cibungur","BBM","100000000","006","00","30","201030000","D8192EU","","Biaya Pembelian 10 (Sepuluh) Ltr Solar u/Truck D.8192.EU Tgl.06 Januari 2017.Nota terlampir","51500","10","K001","14-01-2017 09:00:18","ferry","","01",
"71","KK","KAS","KAS201701-00080","14-01-2017 00:00:00","Sdr.Harun S","Cibungur","BBM","100000000","007","00","30","201030000","D8905EO","","Biaya Pembelian 25 (Dua puluh lima) Ltr Solar u/Truck D.8905.EO Tgl.06 Januari 2017.Nota terlampir","128750","25","K001","14-01-2017 09:00:18","ferry","","01",
"71","KK","KAS","KAS201701-00080","14-01-2017 00:00:00","Sdr.Harun S","Cibungur","BBM","100000000","008","00","30","201030000","D8502DT","","Biaya Pembelian 10 (Sepuluh) Ltr Solar u/Truck D.8502.DT Tgl.06 Januari 2017.Nota terlampir","51500","10","K001","14-01-2017 09:00:18","ferry","","01",
"71","KK","KAS","KAS201701-00080","14-01-2017 00:00:00","Sdr.Harun S","Cibungur","BBM","100000000","009","00","30","201030000","D8501DT","","Biaya Pembelian 15 (Lima belas) Ltr Solar u/Truck D.8501.DT Tgl.06 Januari 2017.Nota terlampir","77250","15","K001","14-01-2017 09:00:18","ferry","","01",
"71","KK","KAS","KAS201701-00091","18-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","BPD","100000000","005","31","02","157070000","","","Bpd.Pengemudi D.8906.EO","264000","0","K002","18-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00091","18-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","BPD","100000000","006","31","02","157070000","","","By.Tol u/D.8906.EO","92000","0","K002","18-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00091","18-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","BPD","100000000","007","31","02","157070000","","","Bpd.Pengemudi D.8850.EY","264000","0","K002","18-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00091","18-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","BPD","100000000","008","31","02","157070000","","","By.Tol u/D.8850.EY","69000","0","K002","18-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00091","18-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","BPD","100000000","009","31","02","157070000","","","Bpd.Pengemudi D.8905.EO","198000","0","K002","18-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00091","18-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","BPD","100000000","010","31","02","157070000","","","By.Tol u/D.8905.EO","69000","0","K002","18-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00091","18-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","BPD","100000000","011","31","02","157070000","","","Bpd.Pengemudi D.8907.EO","267000","0","K002","18-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00091","18-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","BPD","100000000","012","31","02","157070000","","","By.Tol u/D.8907.EO","69000","0","K002","18-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00065","13-01-2017 00:00:00","Sdr.Hilman S.Hadhie","Mandaling","Upah Libur","100000000","001","00","12","602020100","","","Pembayaran Upah Sadap Libur Afd III Tgl.01 Januari 2017.Dafatr terlampirUnsur Pengawas","1003215","0","K001","13-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00065","13-01-2017 00:00:00","Sdr.Hilman S.Hadhie","Mandaling","Upah Libur","100000000","002","00","12","196200000","","","Kary.Pelaksana II Afd III Tgl.01","2616000","0","K001","13-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00065","13-01-2017 00:00:00","Sdr.Hilman S.Hadhie","Mandaling","Upah Libur","100000000","003","00","12","196200000","","","Jasa Anemer Afd III Tgl.01","183120","0","K099","13-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00065","13-01-2017 00:00:00","Sdr.Hilman S.Hadhie","Mandaling","Upah Libur","100000000","004","00","12","196200000","","","Kary.Lepas Afd III Tgl.01","13090000","0","K001","13-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00065","13-01-2017 00:00:00","Sdr.Hilman S.Hadhie","Mandaling","Upah Libur","100000000","005","00","12","196200000","","","Jasa Anemer Afd III Tgl.01","916300","0","K099","13-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00065","13-01-2017 00:00:00","Sdr.Hilman S.Hadhie","Mandaling","Upah Libur","100000000","006","00","12","160000001","","","PPh Anemer Afd III Tgl.01","-27485","0","K099","13-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00094","18-01-2017 00:00:00","Sdr.Hilman S Hadhie","Mandaling","By.Rekrutmen Kary.Baru","100000000","001","00","12","406040000","","","Jamuan tamu penerimaan Karyawan baru sebanyak 6(enam) orang di Afd III/Lisa tgl 09 Desember 2016. Daftar terlampir","1230000","0","K001","18-01-2017 00:00:00","guswanda","","01",
"71","KK","KAS","KAS201701-00095","18-01-2017 00:00:00","Sdr.Hilman S.Hadhie","Mandaling","By.Penyadap baru","100000000","001","00","12","406040000","","","Jamuan tamu penerimaan Karyawan baru di Afd III/ Mandaling tgl 08 Januari 2017. Daftar terlampir","2750000","0","K001","18-01-2017 00:00:00","guswanda","","01",
"71","KK","KAS","KAS201701-00081","14-01-2017 00:00:00","Sdr.Harun","Cibungur","BBM","100000000","005","00","30","201030000","D8906EO","","Biaya Pembelian 25 (Dua puluh lima) Ltr Solar u/Truck D.8906.EO Tgl.07 Januari 2017.Nota terlampir","128750","25","K001","14-01-2017 09:33:00","ferry","","01",
"71","KK","KAS","KAS201701-00081","14-01-2017 00:00:00","Sdr.Harun","Cibungur","BBM","100000000","006","00","30","200030000","D816PN","","Biaya Pembelian 5 (Lima) Ltr Solar u/Kend D.816.PN Tgl.07 Januari 2017.Nota terlampir","25750","5","K002","14-01-2017 09:33:00","ferry","","01",
"71","KK","KAS","KAS201701-00081","14-01-2017 00:00:00","Sdr.Harun","Cibungur","BBM","100000000","007","00","30","201030000","D8502DT","","Biaya Pembelian 10 (Sepuluh) Ltr Solar u/Truck D.8502.DT Tgl.07 Januari 2017.Nota terlampir","51500","10","K001","14-01-2017 09:33:00","ferry","","01",
"71","KK","KAS","KAS201701-00081","14-01-2017 00:00:00","Sdr.Harun","Cibungur","BBM","100000000","008","00","30","201030000","D8905EO","","Biaya Pembelian 20 (Dua puluh) Ltr Solar u/Truck D.8905.EO Tgl.07 Januari 2017.Nota terlampir","103000","20","K001","14-01-2017 09:33:00","ferry","","01",
"71","KK","KAS","KAS201701-00081","14-01-2017 00:00:00","Sdr.Harun","Cibungur","BBM","100000000","009","00","30","201030000","D8108DQ","","Biaya Pembelian 17 (Tujuh belas) Ltr Solar u/Truck D.8108.DQ Tgl.07 Januari 2017.Nota terlampir","90125","17","K001","14-01-2017 09:33:00","ferry","","01",
"71","KK","KAS","KAS201701-00082","14-01-2017 00:00:00","Sdr.Harun","Cibungur","BBM","100000000","001","00","30","200030000","D1842QA","","Biaya Pembelian 20 (Dua puluh) Ltr Solar u/Kend D.1842.QA Tgl.05 Januari 2017.Nota terlampir","103000","20","K002","14-01-2017 09:54:45","ferry","","01",
"71","KK","KAS","KAS201701-00082","14-01-2017 00:00:00","Sdr.Harun","Cibungur","BBM","100000000","002","00","30","200030000","D816PN","","Biaya Pembelian 10 (Sepuluh) Ltr Solar u/Kend D.816.PN Tgl.08 Januari 2017.Nota terlampir","51500","10","K002","14-01-2017 09:54:45","ferry","","01",
"71","KK","KAS","KAS201701-00082","14-01-2017 00:00:00","Sdr.Harun","Cibungur","BBM","100000000","003","00","30","200030000","D1257ABU","","Biaya Pembelian 10 (Sepuluh) Ltr Solar u/Kend D.1257.ABU Tgl.05 Januari 2017.Nota terlampir","55000","10","K002","14-01-2017 09:54:45","ferry","","01",
"71","KK","KAS","KAS201701-00082","14-01-2017 00:00:00","Sdr.Harun","Cibungur","BBM","100000000","004","00","30","200030000","D1257ABU","","Biaya Pembelian 19 (Sembilan belas) Ltr Solar u/Kend D.1257.ABU Tgl.06 Januari 2017.Nota terlampir","100000","19","K002","14-01-2017 09:54:45","ferry","","01",
"71","KK","KAS","KAS201701-00082","14-01-2017 00:00:00","Sdr.Harun","Cibungur","BBM","100000000","005","00","30","201030000","D8108DQ","","Biaya Pembelian 30 (Tiga puluh) Ltr Solar u/Kend D.8108.DQ Tgl.05 Januari 2017.Nota terlampir","154500","30","K002","14-01-2017 09:54:45","ferry","","01",
"71","KK","KAS","KAS201701-00082","14-01-2017 00:00:00","Sdr.Harun","Cibungur","BBM","100000000","006","00","30","200030000","D1257ABU","","Biaya Pembelian 38 (Tiga puluh delapan) Ltr Solar u/Kend D.1257.ABU Tgl.09 Januari 2017.Nota terlampir","200000","38","K002","14-01-2017 09:54:45","ferry","","01",
"71","KK","KAS","KAS201701-00083","14-01-2017 00:00:00","Sdr.Harun","Cibungur","BBM","100000000","001","00","30","201030000","D8108DQ","","Biaya Pembelian 10 (Sepuluh) Ltr Solar u/Kend D.8108.DQ Tgl.08 Januari 2017.Nota terlampir","51500","10","K001","14-01-2017 10:13:24","ferry","","01",
"71","KK","KAS","KAS201701-00083","14-01-2017 00:00:00","Sdr.Harun","Cibungur","BBM","100000000","002","00","30","201030000","D8501DT","","Biaya Pembelian 10 (Sepuluh) Ltr Solar u/Truck D.8501.DT Tgl.08 Januari 2017.Nota terlampir","51500","10","K001","14-01-2017 10:13:24","ferry","","01",
"71","KK","KAS","KAS201701-00083","14-01-2017 00:00:00","Sdr.Harun","Cibungur","BBM","100000000","003","00","30","201030000","D8502DT","","Biaya Pembelian 10 (Sepuluh) Ltr Solar u/Truck D.8502.DT Tgl.08 Januari 2017.Nota terlampir","51500","10","K001","14-01-2017 10:13:24","ferry","","01",
"71","KK","KAS","KAS201701-00083","14-01-2017 00:00:00","Sdr.Harun","Cibungur","BBM","100000000","004","00","30","201030000","D8905EO","","Biaya Pembelian 10 (Sepuluh) Ltr Solar u/Truck D.8905.EO Tgl.08 Januari 2017.Nota terlampir","51500","10","K001","14-01-2017 10:13:24","ferry","","01",
"71","KK","KAS","KAS201701-00083","14-01-2017 00:00:00","Sdr.Harun","Cibungur","BBM","100000000","005","00","30","201030000","D8192EU","","Biaya Pembelian 10 (Sepuluh) Ltr Solar u/Truck D.8192.EU Tgl.08 Januari 2017.Nota terlampir","51500","10","K001","14-01-2017 10:13:24","ferry","","01",
"71","KK","KAS","KAS201701-00083","14-01-2017 00:00:00","Sdr.Harun","Cibungur","BBM","100000000","006","00","30","200030000","F1148UL","","Biaya Pembelian 10 (Sepuluh) Ltr Solar u/Kend F.1148.UL Tgl.08 Januari 2017.Nota terlampir","51500","10","K002","14-01-2017 10:13:24","ferry","","01",
"71","KK","KAS","KAS201701-00083","14-01-2017 00:00:00","Sdr.Harun","Cibungur","BBM","100000000","007","00","30","201030000","D8850EY","","Biaya Pembelian 15 (Lima belas) Ltr Solar u/Truck D.8850.EY Tgl.08 Januari 2017.Nota terlampir","77250","15","K001","14-01-2017 10:13:24","ferry","","01",
"71","KK","KAS","KAS201701-00083","14-01-2017 00:00:00","Sdr.Harun","Cibungur","BBM","100000000","008","00","30","201030000","D8907EO","","Biaya Pembelian 10 (Sepuluh) Ltr Solar u/Truck D.8907.EO Tgl.08 Januari 2017.Nota terlampir","51500","10","K001","14-01-2017 10:13:24","ferry","","01",
"71","KK","KAS","KAS201701-00083","14-01-2017 00:00:00","Sdr.Harun","Cibungur","BBM","100000000","009","00","30","201030000","D8906EO","","Biaya Pembelian 25 (Dua puluh lima) Ltr Solar u/Truck D.8906.EO Tgl.08 Januari 2017.Nota terlampir","128750","25","K001","14-01-2017 10:13:24","ferry","","01",
