"norek","KodeBarang","NamaBarang","KodeSatuan","NamaSatuan","InitSatuan","JenisBarang",
"300150000","01504083","SIM AS BINDEL","","","","",
"300150000","01504084","SIM KING PEN","","","","",
"300150000","01504085","SIM PINION","","","","",
"300150000","01504086","SINEROMISH 1-2","","","","",
"300150000","01504087","SINEROMISH 3.4.5","","","","",
"300150000","01504088","SINKROMIS NO 2","","","","",
"300150000","01504089","SITTING KLEP","","","","",
"300150000","01504090","SKIR KLEP","","","","",
"300150000","01504091","SKIR PASTA","","","","",
"300150000","01504092","SKRING","","","","",
"300150000","01504093","SKUR SHASIS","","","","",
"300150000","01504094","SLANG ABLAS FLEXIBEL","","","","",
"300150000","01504095","SLANG AC","","","","",
"300150000","01504096","SLANG AC UK 1/2","","","","",
"300150000","01504097","SLANG AC UK 5/8","","","","",
"300150000","01504098","SLANG AIR","","","","",
"300150000","01504099","SLANG ALTENATOR","","","","",
"300150000","01504100","SLANG ALTERNATOR ISUZU","","","","",
"300150000","01504101","SLANG ALUMUNIUM AC","","","","",
"300150000","01504102","SLANG COOLER","","","","",
"300150000","01504103","SLANG DINAMO JALAN","","","","",
"300150000","01504104","SLANG FLEKSIBEL","","","","",
"300150000","01504105","SLANG FLEKSIBEL REM","","","","",
"300150000","01504106","SLANG FLEKSIBLE","","","","",
"300150000","01504107","SLANG FLEKSIBLE KOPLING ATS","","","","",
"300150000","01504108","SLANG FLEKSIBLE KOPLING BWH","","","","",
"300150000","01504109","SLANG FLEXIBLE ALTERNATOR AUT","","","","",
"300150000","01504110","SLANG FLEXIBLE ALTERNATOR IN","","","","",
"300150000","01504111","SLANG FLEXIBLE FORD","","","","",
"300150000","01504112","SLANG FOWER STERING","","","","",
"300150000","01504113","SLANG HYDROLIC PJ","","","","",
"300150000","01504114","SLANG HYLAMIT 5/8 4 MTR","","","","",
"300150000","01504115","SLANG INJECTOR FORKLIF","","","","",
"300150000","01504116","SLANG KANPAS","","","","",
"300150000","01504117","SLANG KOPLING","","","","",
"300150000","01504118","SLANG NDK","","","","",
"300150000","01504119","SLANG OLI PAWER STERING","","","","",
"300150000","01504120","SLANG PENDINGIN OIL","","","","",
"300150000","01504121","SLANG PLEKSIBEL","","","","",
"300150000","01504122","SLANG PLEKSIBEL ALTERNATOR","","","","",
"300150000","01504123","SLANG PLEKSIBEL RODA DEPAN","","","","",
"300150000","01504124","SLANG PLEXIBLE SOLAR","","","","",
"300150000","01504125","SLANG POWER STERING","","","","",
"300150000","01504126","SLANG RADIATOR BAWAH PS.120","","","","",
"300150000","01504127","SLANG REM","","","","",
"300150000","01504128","SLANG REM BELAKANG","","","","",
"300150000","01504129","SLANG REM DEPAN BELAKANG","","","","",
"300150000","01504130","SLANG WATER KULER","","","","",
"300150000","01504131","SLANG WIPER","","","","",
"300150000","01504132","SLAVE SINCROMIS","","","","",
"300150000","01504133","SLEEP DISCK BRAKE PAD","","","","",
"300150000","01504134","SLEEVE","","","","",
"300150000","01504135","SLEEVERANGER","","","","",
"300150000","01504136","SLEVE & HUB","","","","",
"300150000","01504137","SLIDING GEAR ASSYRANGER","","","","",
"300150000","01504138","SLIDING GEAR PERSENELENG PANTHER","","","","",
"300150000","01504139","SLINDER HEAD AC","","","","",
"300150000","01504140","SNAP RING MAIN SHAFT","","","","",
"300150000","01505309","PER BLK NO 1 MITSUBISHI 125 PS","06","LEMBAR","LBR","",
"300150000","01505310","PER BLK NO 2 MITSUBISHI 125 PS","06","LEMBAR","LBR","",
"300150000","01505311","DRAGLINK T DYNA 125 HT","14","SET","SET","",
"300150000","01505312","KARET STOPER DPN T DYNA 125 LT","03","BUAH","BH","",
"300150000","01505313","BELT KIPAS B 45 T DYNA","03","BUAH","BH","",
"300150000","01505314","BAERING RODA DPN L/D ROCKY INDEPENDENT","14","SET","SET","",
"300150000","01505315","OIL SEAL RODA DPN ROCKY INDEPENDENT","03","BUAH","BH","",
"300150000","01505316","KANVAS REM DPN ROCKY INDEPENDENT","03","BUAH","BH","",
"300150000","01505317","BAUD MUR 1/2 X 2"" STAINLES STEEL","03","BUAH","BH","",
"300150000","01505318","CROSS JOINT HAPLE DEPAN PAJERO","03","BUAH","BH","",
"300150000","01505319","CROSS JOINT HAPLE BELAKANG PAJERO","03","BUAH","BH","",
"300150000","01505320","BUNNET+RING T DYNA","14","SET","SET","",
"300150000","01505321","GANTUNGAN HAPEL T DYNA","03","BUAH","BH","",
"300150000","01505322","RING SEHER DYNA  130HT","03","BUAH","BH","",
"300150000","01505323","STANG SEHER DYNA 130HT","03","BUAH","BH","",
"300150000","01505324","BORING DYNA 130HT","03","BUAH","BH","",
"300150000","01505325","PACKING SET DYNA 130HT","14","SET","SET","",
"300150000","01505326","V BELT DYNA 130HT","03","BUAH","BH","",
"300150000","01505327","AUTO SEALER DYNA 130HT","03","BUAH","BH","",
"300150000","01505328","NOZZLE DYNA 130HT","03","BUAH","BH","",
"300150000","01505329","TIE ROD END ISUZU TOURING","14","SET","SET","",
"300150000","01505330","EXL BUMPER DEPAN L+R ROCKY","14","SET","SET","",
"300150000","01505331","VACUM REM ( SERVO )","03","BUAH","BH","",
"300150000","01505332","LIS PLANG","06","LEMBAR","LBR","",
"300150000","01505333","SHOCK DRAT DALAM 3/4'","03","BUAH","BH","",
"300150000","01505334","OLI MESIN CASTROL","02","LITER","LTR","",
"300150000","01505335","OLI MESIN MEDITRAN SX","02","LITER","LTR","",
"300150000","01505336","PEGAS SPIRAL AVANZA","14","SET","SET","",
"300150000","01505337","SILINDER MASTER REM ATAS AVANZA","03","BUAH","BH","",
"300150000","01505338","BATRE GS 100A","03","BUAH","BH","",
"300150000","01505339","BATRE GS 80 D56L","03","BUAH","BH","",
"300150000","01505340","PEGAS SPIRAL AVANZA","14","SET","SET","",
"300150000","01505341","SILINDER MASTER REM ATAS AVANZA","03","BUAH","BH","",
"300150000","01505342","LAGER KING PEN COLT DIESEL 2014","03","BUAH","BH","",
"300150000","01505343","LAGER KING PEN DYNA 2011","03","BUAH","BH","",
"300150000","01505344","MUR BAUD RING 5MMX5CM","03","BUAH","BH","",
"300150000","01505345","STATER MP","03","BUAH","BH","",
"300150000","01505346","STATER MR","03","BUAH","BH","",
"300150000","01505347","PAW STATER","03","BUAH","BH","",
"300150000","01505348","ALUMUNIUM 5MMX25X25CM","06","LEMBAR","LBR","",
"300160000","01600***","ALAT-ALAT KEBUN","","","","",
"300160000","01600001","AJIR 1CMX90CM","","","","",
"300160000","01600002","AJIR BAMBU","","","","",
"300160000","01600003","AJIR BAMBU 1,5 X 1,5 CM","","","","",
"300160000","01600004","AJIR BAMBU 130 CM","","","","",
"300160000","01600005","AJIR BAMBU 65 CM","","","","",
"300160000","01600006","AJIR BAMBU U.1X1X1,5M","","","","",
"300160000","01600007","AJIR BAMBU UK 1 CM X 90 CM","","","","",
"300160000","01600008","AJIR BAMBU UK 2 CM X 130","","","","",
"300160000","01600009","AJIR BAMBU UK.L 1 CM.T 60 CM","","","","",
"300160000","01600010","AJIR BAMBU UK.L 2 CM.T 100 CM","","","","",
"300160000","01600011","AJIR BAMBUU.1X1X60","","","","",
"300160000","01600012","AJIR UK 2X120CM","","","","",
"300160000","01600013","AJIR UK.2X60CM","","","","",
"300160000","01600014","AJIR UK.60 CM","","","","",
"300160000","01600015","AJUSTER U DEG","","","","",
"300160000","01600016","AKASIA MANIUM (BIBIT POHON)","","","","",
"300160000","01600017","AKTIVATOR PENGOMPOSAN ORGANIC","","","","",
"300160000","01600018","ALANG-ALANG/WELIT","","","","",
"300160000","01600019","ALAT PENGHITUNG BIBIT","","","","",
"300160000","01600020","ALAT PENGUKUR PH","","","","",
"300160000","01600021","APLIKATOR LATENE GAS","","","","",
"300160000","01600022","ARIT","","","","",
"300160000","01600023","ARMOTOR VTR 3701 (MESIN RUMPUT)","","","","",
"300160000","01600024","AS BAUD BORING","","","","",
"300160000","01600025","AS FLEXIBLE MESIN RUMPUT","","","","",
"300160000","01600026","AS GIGI","","","","",
"300160000","01600027","AS SHAFT L 38 X P.220","","","","",
"300160000","01600028","AS SHAFT L 45 X P.260","","","","",
"300160000","01600029","ASS GIGI PENGHUBUNG","","","","",
"300160000","01600030","AUTPUT GEAR MISTBLOWER","","","","",
"300160000","01600031","AUTSOL/ANTOSOL","","","","",
"300160000","01600032","BACK PLATE ROTOR","","","","",
"300160000","01600033","BAFFLE OIL","","","","",
"300160000","01600034","BAHAN ORGANIK (KOTRAN TERNK)","","","","",
"300160000","01600035","BAHAN PACKING","","","","",
"300160000","01600036","BALOCK BEARING SN","","","","",
"300160000","01600037","BALON M.PETIK","","","","",
"300160000","01600038","BALON MESIN GUNTING","","","","",
"300160000","01600039","BALON MESIN PETIK","","","","",
"300160000","01600040","BALON PENAMPUNG PUCUK","","","","",
"300160000","01600041","BAMBU AJIR 7 MTR","","","","",
"300160000","01600042","BATU GERINDA 125X6X22","","","","",
"300160000","01600043","BAUD KOMA MESIN PETIK","","","","",
"300160000","01600044","BAUD MUR MESIN RUMPUT","","","","",
"300160000","01600045","BAUD SKRUP 1","","","","",
"300160000","01600046","BAUD SPIE GUNTING","","","","",
"300160000","01600047","BAUD SPIRAL 0.5""","","","","",
"300160000","01600048","BAUD STELAN MUR 7""","","","","",
"300160000","01600049","BAUD STELAN PEMOTONG","","","","",
"300160000","01600050","BAUD STELAN V. BELT","","","","",
"300160000","01600051","BAUT 10 X 5 CM","","","","",
"300160000","01600052","BAUT COPLING RV.15","","","","",
"300160000","01600053","BAUT MUR + RING PLAT/PER 17/2""","","","","",
"300160000","01600054","BAUT MUR + RING PLAT/PER 19 X 20 CM","","","","",
"300160000","01600055","BAUT MUR M 6 X 20","","","","",
"300160000","01600056","BAUT MUR RING PLAT/PER","","","","",
"300160000","01600057","BAUT TURBIN","","","","",
"300160000","01600058","BEARING 608-2RS (800.022)","","","","",
"300160000","01600059","BEARING 7100","","","","",
"300160000","01600060","BEARING AS GUNTING MESIN SKIPING","","","","",
"300160000","01600061","BEARING AS KUPLING","","","","",
"300160000","01600062","BEARING BOSHING","","","","",
"300160000","01600063","BEARING CHAINSAW NO.2","","","","",
"300160000","01600064","BEARING CHAM SHAFT","","","","",
"300160000","01600065","BEARING GUNTING MESIN PETIK","","","","",
"300160000","01600066","BEARING GUNTING MP 6808","","","","",
"300160000","01600067","BEARING GUNTING PINION","","","","",
"300160000","01600068","BEARING H3126","","","","",
"300160000","01600069","BEARING K350-06080","","","","",
"300160000","01600070","BEARING K352-06000","","","","",
"300160000","01600071","BEARING K354-006080","","","","",
"300160000","01600072","BEARING KARET","","","","",
"300160000","01600073","BEARING KECIL R CENTRIK","","","","",
"300160000","01600074","BEARING KEY.200 K354-006080","","","","",
"300160000","01600075","BEARING KEY.33 K352-060000","","","","",
"300160000","01600076","BEARING KEY.37 K350-006080","","","","",
"300160000","01600077","BEARING KING PEN","","","","",
"300160000","01600078","BEARING MESN.KWH","","","","",
"300160000","01600079","BEARING MESN.KWH/CRANKCASE BEARING","","","","",
"300160000","01600080","BEARING METAL MESIN PETIK","","","","",
"300160000","01600081","BEARING MJT 80 (7216)","","","","",
"300160000","01600082","BEARING N 1213","","","","",
"300160000","01600083","BEARING NO.620322","","","","",
"300160000","01600084","BEARING NO6006","","","","",
"300160000","01600085","BEARING NTN 608 ZZ","","","","",
"300160000","01600086","BEARING NTN 6206","","","","",
"300160000","01600087","BEARING PISTON PIN","","","","",
"300160000","01600088","BEARING PLANET GEAR","","","","",
"300160000","01600089","BEARING POROS ENGKOL+SEAL MESIN PETIK","","","","",
"300160000","01600090","BEARING POWER STERING","","","","",
"300160000","01601201","PULLY RECOIL STATER","03","BUAH","BH","",
"300160000","01601202","VAN BELT Z 17","03","BUAH","BH","",
"300160000","01601203","OIL SEAL 25.3.7","03","BUAH","BH","",
"300160000","01601204","OIL SEAL 14.35.7","03","BUAH","BH","",
"300160000","01601205","VAN BELT Z 17","03","BUAH","BH","",
"300160000","01601206","OIL SEAL 25.3.7","03","BUAH","BH","",
"300160000","01601207","OIL SEAL 14.35.7","03","BUAH","BH","",
"300160000","01601208","MUR BAUD 6MMX5CM","03","BUAH","BH","",
"300160000","01601209","STATER MD 328","03","BUAH","BH","",
"300160000","01601210","STATER MR","03","BUAH","BH","",
"300160000","01601211","PAW STATER","03","BUAH","BH","",
"300190000","01900***","BAHAN LAINNYA","","","","",
"300190000","01900001","ACASIANA CRESICAPRA","","","","",
"300190000","01900002","ACASIANA MAGNUM","","","","",
"300190000","01900003","ACESORIS+SERVICE","","","","",
"300190000","01900004","ACRYLIC 2 MM NO.235 120 X 240","","","","",
"300190000","01900005","ACRYLIC 2 MM NO.432 100 X 200","","","","",
"300190000","01900006","ACRYLIC 3 MM","","","","",
"300190000","01900007","AIR LUSTER","","","","",
"300190000","01900008","AIR MINERAL","","","","",
"300190000","01900009","ALAS PIRING MAKAN","","","","",
"300190000","01900010","ALAS PLAT SEKAT","","","","",
"300190000","01900011","ALAT LABORA LAINNYA","","","","",
"300190000","01900012","ALAT PEL","","","","",
"300190000","01900013","ALAT PEMADAM BARU 3 KG","","","","",
"300190000","01900014","ALAT PEMADAM ISI ULANG 3 KG","","","","",
"300190000","01900015","ALAT PEMADAM ISI ULANG 5 KG","","","","",
"300190000","01900016","ALAT PEMADAM ISI ULANG 6 KG","","","","",
"300190000","01900017","ALAT PEMADAM ISI ULANG 7 KG","","","","",
"300190000","01900018","ALAT UKUR GPS","","","","",
"300190000","01900020","ALFOIL LEBAR 90CM","","","","",
"300190000","01900021","AMIDES + GALON","","","","",
"300190000","01900022","AMPLI","","","","",
"300190000","01900023","ANAK TIMBANGAN 0.2 KG","","","","",
"300190000","01900024","ANAK TIMBANGAN 0.5 KG","","","","",
"300190000","01900025","ANAK TIMBANGAN 1 KG","","","","",
"300190000","01900026","ANAK TIMBANGAN 10 KG","","","","",
"300190000","01900027","ANAK TIMBANGAN 2 KG","","","","",
"300190000","01900028","ANAK TIMBANGAN 20 KG","","","","",
"300190000","01900029","ANAK TIMBANGAN 5 KG","","","","",
"300190000","01900030","ANAK TIMBANGAN RUPA2","","","","",
"300190000","01900031","ANAK TMBANGAN @  5 KG","","","","",
"300190000","01900032","ANAK TMBANGAN @ 10 KG","","","","",
"300190000","01900033","ANAK TMBANGAN @ 15 Kg","","","","",
"300190000","01900034","AQU CHECK","","","","",
"300190000","01900035","AQUA + BOTOL","","","","",
"300190000","01900036","ARACHA KONACHA YB CIS","","","","",
"300190000","01900037","ARACHA POWDERY CIS","","","","",
"300190000","01900038","ARACHA SENCHA YB CIS","","","","",
"300190000","01900039","ARACHA YB U/ KOMINDO CIS","","","","",
"300190000","01900040","ARDE TEMBAGA UK. 2M","","","","",
"300190000","01900041","ARMASURE STATER MESIN BOR","","","","",
"300190000","01900042","ARMATUR BRUSH","","","","",
"300190000","01900043","AS BLC","","","","",
"300190000","01900044","AS ST 70' 80 X 2200","","","","",
"300190000","01900045","ASAM CUKA","","","","",
"300190000","01900046","ASBAK","","","","",
"300190000","01900047","ASBAK MELAMIN","","","","",
"300190000","01900048","ASBAK STAINLESS SILINDER","","","","",
"300190000","01900049","ATRIBUT SATPAM","","","","",
"300190000","01900050","AUTOMATIC AIR STELA","","","","",
"300190000","01900051","AUTOMATIC COMPRESOR","","","","",
"300190000","01900052","AUTOMATIC REFILL IDEALIFE","","","","",
"300190000","01900053","AUTOMATIC REFILL STELA","","","","",
"300190000","01900054","AUTOMATIC SCURITY","","","","",
"300190000","01900055","AUTOMATIC STELA REFILL","","","","",
"300190000","01900056","AUTOMATIC STELAN GAS","","","","",
"300190000","01900057","BABANTAL STARTER","","","","",
"300190000","01900058","BADENG","","","","",
"300190000","01900059","BAHAN BANGUNAN/TEKNIK","","","","",
"300190000","01900060","BAHAN BOSH B 140 X 13","","","","",
"300190000","01900061","BAHAN OLAH IHT","","","","",
"300190000","01900062","BAHAN PEMBUNGKUS","","","","",
"300190000","01900063","BAJU LAB","","","","",
"300190000","01900064","BAJU LAB+TOPI","","","","",
"300190000","01900065","BAKATUL(DEDAK)","","","","",
"300190000","01900066","BAKI TUTUP","","","","",
"300190000","01900067","BAKU KAYU","","","","",
"300190000","01900068","BAL 2 WC","","","","",
"300190000","01900069","BALAST TL 40 WATT PHILIPS","","","","",
"300190000","01900070","BALING BALING","","","","",
"300190000","01900071","BALSEM GELIGA","","","","",
"300190000","01900072","BALSEM TARASON","","","","",
"300190000","01900073","BALT INJEKTOR SBR","","","","",
"300190000","01900074","BANTAL","","","","",
"300190000","01900075","BANTAL AIR","","","","",
"300190000","01900076","BANTAL AIR/AIR MANCUR","","","","",
"300190000","01900077","BANTAL CENTRAL","","","","",
"300190000","01900078","BANTAL GULING","","","","",
"300190000","01900079","BANTAL KAPUK","","","","",
"300190000","01900080","BANTAL KARNAVAL","","","","",
"300190000","01900081","BANTAL KEPALA","","","","",
"300190000","01900082","BANTAL MERK. CANON","","","","",
"300190000","01900083","BANTAL SENTRAL","","","","",
"300190000","01900084","BANTAL SINGLE","","","","",
"300190000","01900085","BASSE PLATE","","","","",
"300190000","01900086","BATERAI CAS K","","","","",
"300190000","01900087","BATERAY 6 VOLT","","","","",
"300190000","01900088","BATERAY EBP 51 N","","","","",
"300190000","01900089","BATERAY NSA 9 VOLT","","","","",
"300190000","01900090","BATERE 12 VOLT","","","","",
"300190000","01900091","BATERY 12V","","","","",
"300190000","01900092","BATERY SENTER","","","","",
"300190000","01900093","BATH TUBE","","","","",
"300190000","01900094","BATOK LAMPU","","","","",
"300190000","01900095","BATRE GSN 100","","","","",
"300190000","01900096","BATRE N 70","","","","",
"300190000","01900097","BATREY 12 V KUMPLIT IS ELF","","","","",
"300190000","01900098","BATREY 9 V","","","","",
"300190000","01900099","BATREY BP.160","","","","",
"300190000","01900100","BATREY LR.44 1,5 VOLT","","","","",
"300190000","01900101","BATREY MEMORY MLC 74114","","","","",
"300190000","01900102","BATREY N 70","","","","",
"300190000","01900103","BATREY SENTER N","","","","",
"300190000","01900104","BATRRY COMP ISI 12 V","","","","",
"300190000","01900105","BATU TIMBANAGAN 5","","","","",
"300190000","01900106","BATU TIMBANGAN","","","","",
"300190000","01900107","BATU TIMBANGAN 0.2 KG","","","","",
"300190000","01900108","BATU TIMBANGAN 0.5 KG","","","","",
"300190000","01900109","BATU TIMBANGAN 1 KG","","","","",
"300190000","01900110","BATU TIMBANGAN 10 KG","","","","",
"300190000","01900111","BATU TIMBANGAN 2 KG","","","","",
"300190000","01900112","BATU TIMBANGAN 20 KG","","","","",
"300190000","01900113","BATU TIMBANGAN 5 KG","","","","",
"300190000","01900114","BATU TIMBANGAN A.0,2 KG","","","","",
"300190000","01900115","BATU TIMBANGAN A.0.5 KG","","","","",
"300190000","01900116","BATU TIMBANGAN A.1 KG","","","","",
"300190000","01900117","BATU TIMBANGAN A.2 KG","","","","",
"300190000","01900118","BAY PRCSH","","","","",
"300190000","01900119","BAYCLEAN","","","","",
"300190000","01900120","BAYCLEAN 100 ML","","","","",
"300190000","01900121","BAYCLEAN 200 ML","","","","",
"300190000","01900122","BAYFRESH","","","","",
"300190000","01900123","BAYFRESH 200 ML","","","","",
"300190000","01900124","BAYFRESH 250 ML","","","","",
"300190000","01900125","BAYFRESH 400 ML","","","","",
"300190000","01900126","BAYGON","","","","",
"300190000","01900127","BAYGON 200 ML","","","","",
"300190000","01900128","BAYGON 400 ML","","","","",
"300190000","01900129","BAYGON CAIR","","","","",
"300190000","01900130","BAYGON SPREI","","","","",
"300190000","01900131","BCF 1 KG PEMADAM API","","","","",
"300190000","01900132","BCF 5 KG PEMADAM API","","","","",
"300190000","01900133","BCF 9 KG PEMADAM API","","","","",
"300190000","01900134","BEADING BIT","","","","",
"300190000","01900135","BEAKER GLAS","","","","",
"300190000","01900137","BEARING 6205","","","","",
"300190000","01900138","BEARING FORKLIP","","","","",
"300190000","01900139","BEARING M.RUMPUT","","","","",
"300190000","01900140","BEARING POMPA BURNER","","","","",
"300190000","01900141","BEARING SN 518","","","","",
"300190000","01901400","RINGPLAT 5/8 (5/8 SS)","","","","",
"300190000","01901401","RINSO","","","","",
"300190000","01901402","RINSO 1/2 KG","","","","",
"300190000","01901403","RINSO 1000 GR","","","","",
"300190000","01901404","RINSO 400 GRAM","","","","",
"300190000","01901405","RINSO 450 GR","","","","",
"300190000","01901406","RINSO 500GR","","","","",
"300190000","01901407","RINSO 800 GRAM","","","","",
"300190000","01901408","RISBANG","","","","",
"300190000","01901410","RODA GORDENG","","","","",
"300190000","01901411","RODA GROBAG","","","","",
"300190000","01901412","RODA HANDTREK","","","","",
"300190000","01901413","RODA KULKAS","","","","",
"300190000","01901414","RODA KURSI","","","","",
"300190000","01901415","RODA LEMARI ES","","","","",
"300190000","01901416","RODA TROLY 5""","","","","",
"300190000","01901417","RODA VACUM CLEANER","","","","",
"300190000","01901418","ROL GARDENG","","","","",
"300190000","01901419","ROL PENYELAHAN SINSO","","","","",
"300190000","01901420","ROLAN RODA HAND PALLET KCL","","","","",
"300190000","01901421","ROLL GILING D.6","","","","",
"300190000","01901422","ROLL HVS","","","","",
"300190000","01901423","ROMPI JAKET","","","","",
"300190000","01901424","ROSSCT","","","","",
"300190000","01901425","ROTATOR AR.1002 KOPEK","","","","",
"300190000","01901426","RUBBER CUSTER 06""","","","","",
"300190000","01901427","RUBBER CUSTER 10""","","","","",
"300190000","01901428","RUBBER CUSTER 4""H","","","","",
"300190000","01901429","RUBBER CUSTER 4""M","","","","",
"300190000","01901430","RUBBER FGL","","","","",
"300190000","01901431","RUMAH INFALER MERK HONDA","","","","",
"300190000","01901432","RUMPUT TAMAN","","","","",
"300190000","01901433","RUPA2 HAND TAP","","","","",
"300190000","01901434","S O S","","","","",
"300190000","01901435","SABUK MESIN RUMPUT/GANDONGAN","","","","",
"300190000","01901436","SABUK SATPAM","","","","",
"300190000","01901437","SABUN ANTISEPTIC","","","","",
"300190000","01901438","SABUN CAIR","","","","",
"300190000","01901439","SABUN CAIR ISI ULANG","","","","",
"300190000","01901440","SABUN COLEK","","","","",
"300190000","01901441","SABUN CUCI","","","","",
"300190000","01901442","SABUN CUCI SUNLIGHT","","","","",
"300190000","01901443","SABUN CUSSON","","","","",
"300190000","01901444","SABUN DETERGEN DAIA","","","","",
"300190000","01901445","SABUN HOTEL MINI","","","","",
"300190000","01901446","SABUN LIFEBOY","","","","",
"300190000","01901447","SABUN LUX","","","","",
"300190000","01901448","SABUN MANDI","","","","",
"300190000","01901449","SABUN MANDI HOTEL","","","","",
"300190000","01901450","SABUN MANDI LOGO AGROWISATA","","","","",
"300190000","01901451","SABUN SUNLIGHT","","","","",
"300190000","01901452","SABUN WING","","","","",
"300190000","01901453","SABUN WING 100 GRAM","","","","",
"300190000","01901454","SABUN WING 200 GR","","","","",
"300190000","01901455","SABUN WING 200 GRAM","","","","",
"300190000","01901456","SABUN WING 350 GR","","","","",
"300190000","01901457","SABUT","","","","",
"300190000","01901458","SABUT HIJAU","","","","",
"300190000","01901459","SAFETY KACA MATA","","","","",
"300190000","01901460","SAFETY MASKER DOUBLE","","","","",
"300190000","01901461","SAFETY TYPEK","","","","",
"300190000","01901462","SAHITEL S 81","","","","",
"300190000","01901463","SAILING MACHINE GENUINE","","","","",
"300190000","01901464","SAJADAH","","","","",
"300190000","01901465","SAKOCI","","","","",
"300190000","01901466","SAMAK KECIL","","","","",
"300190000","01901467","SAMBUNGAN JACK MIC","","","","",
"300190000","01901468","SAMBUNGAN RANTAI 40","","","","",
"300190000","01901469","SAMBUNGAN RANTAI 60","","","","",
"300190000","01901470","SAMBUNGAN RANTAI 80","","","","",
"300190000","01901471","SAMBUNGAN SELANG","","","","",
"300190000","01901472","SAMBUNGAN SOK 5""","","","","",
"300190000","01901473","SANDAL BATA","","","","",
"300190000","01901474","SANDAL FROG","","","","",
"300190000","01901475","SANDAL JEPIT","","","","",
"300190000","01901476","SANDAL LOGO WA","","","","",
"300190000","01901477","SANGKU","","","","",
"300190000","01901478","SANKEN","","","","",
"300190000","01901479","SARINGAN ALLUMUNIUM","","","","",
"300190000","01901480","SARINGAN BUBUR","","","","",
"300190000","01901481","SARINGAN TEH STAINLES","","","","",
"300190000","01901482","SARUNG","","","","",
"300190000","01901483","SARUNG BANTAL","","","","",
"300190000","01901484","SARUNG BORGOL","","","","",
"300190000","01901485","SARUNG KASUR","","","","",
"300190000","01901486","SARUNG PENTUNGAN","","","","",
"300190000","01901487","SARUNG SANGKUR","","","","",
"300190000","01901488","SARUNG TANGAN KAIN","","","","",
"300190000","01901489","SARUNG TANGAN KAIN BIASA","","","","",
"300190000","01901490","SARUNG TANGAN KARET","","","","",
"300190000","01901491","SARUNG TANGAN KARET TEBAL","","","","",
"300190000","01901492","SARUNG TANGAN KULIT","","","","",
"300190000","01901493","SARUNG TANGAN KULIT TEBAL","","","","",
"300190000","01901494","SARUNG TANGAN LAS","","","","",
"300190000","01901495","SARUNG/KANTONG HP","","","","",
"300190000","01901496","SAVETY BELT","","","","",
"300190000","01901497","SCREEN INFOCUS 120 X 120""","","","","",
"300190000","01901498","SCRITING","","","","",
"300190000","01901499","SCRITING PANJANG","","","","",
"300190000","01901500","SCRITING PANJANG (HIJAU)","","","","",
"300190000","01901501","SCRITING PENDEK","","","","",
"300190000","01901502","SCRITING PENDEK (HIJAU)","","","","",
"300190000","01901503","SEAL CHAIN SAW","","","","",
"300190000","01901504","SEAL IMPALER","","","","",
"300190000","01901505","SEAL JET PUMP","","","","",
"300190000","01901506","SEAL NO 125X160X14","","","","",
"300190000","01901507","SEAL NO 150X180X14","","","","",
"300190000","01901508","SEAL OIL HANDTREK","","","","",
"300190000","01901509","SEAL OIL HYDROLIK","","","","",
"300190000","01901510","SEAL POMPA","","","","",
"300190000","01901511","SEAL POMPA AIR 225","","","","",
"300190000","01901512","SEAL SC 30 JP","","","","",
"300190000","01901513","SEAL TAMBANG","","","","",
"300190000","01901514","SEBUK GERGAJI","","","","",
"300190000","01901515","SEDOTAN AIR","","","","",
"300190000","01901516","SEDOTAN RESKA","","","","",
"300190000","01901517","SEFETY COST","","","","",
"300190000","01901518","SEGER ASSY","","","","",
"300190000","01901519","SEHER + RING TYPE 328","","","","",
"300190000","01901520","SEHER MESIN CHAINSAW","","","","",
"300190000","01901521","SELANG AIR BERSERAT","","","","",
"300190000","01901522","SELANG AIR BIASA","","","","",
"300190000","01901523","SELANG AIR UK.1","","","","",
"300190000","01901524","SELANG FLEKSIBLE VACUM CLEANER","","","","",
"300190000","01901525","SELANG SERABUT","","","","",
"300190000","01901526","SELANG SILICON","","","","",
"300190000","01901527","SELENOID VALVE 1'","","","","",
"300190000","01901528","SELIMUT","","","","",
"300190000","01901529","SELIMUT BANTAL","","","","",
"300190000","01901530","SELIMUT BESAR","","","","",
"300190000","01901531","SELIMUT POLOS","","","","",
"300190000","01901532","SELIMUT SALUR","","","","",
"300190000","01901533","SEMPROTAN BAYGON","","","","",
"300190000","01901534","SEMPROTAN PEMBERSIH KACA","","","","",
"300190000","01901535","SENDOK B","","","","",
"300190000","01901536","SENDOK JUICE","","","","",
"300190000","01901537","SENDOK K","","","","",
"300190000","01901538","SENDOK KECIL","","","","",
"300190000","01901539","SENDOK KECIL POLOS","","","","",
"300190000","01901540","SENDOK KOPI","","","","",
"300190000","01901541","SENDOK MAKAN","","","","",
"300190000","01901542","SENDOK MAKAN POLOS","","","","",
"300190000","01901543","SENDOK NASI","","","","",
"300190000","01901544","SENDOK SAYUR","","","","",
"300190000","01901545","SENDOK SIRUP","","","","",
"300190000","01901546","SENDOK STANLES","","","","",
"300190000","01901547","SENDOK TEH","","","","",
"300190000","01901548","SENDOK TEH DR","","","","",
"300190000","01901549","SENGON PAPUA","","","","",
"300190000","01901550","SEPATU MERK NB","","","","",
