"kodeunit","kodeproduk","namaproduk","kodebarang","namabarang","kodesatuan","namasatuan","nourut","qty","norek","MinimumStock",
"29","8992829114438","Teh Wangi Celup Walini Holding -Dus 180 g ( 100 TB x 1,8 g )","02100298","SEALTAPE 2'","15","ROLL","008","0,4","605040000","0",
"29","8992829117778","Teh Hijau Seduh Konacha","02000237","TEH KONACHA CHAKRA","01","KILOGRAM","001","100","605080000","0",
"29","8992829107733","Teh Putih Seduh Walini-Paper Pouch 50 g","02000330","TEH PUTIH SILVER NEEDLE PURBAWINDU","01","KILOGRAM","001","100","605080000","0",
"29","8992829107733","Teh Putih Seduh Walini-Paper Pouch 50 g","02100419","PAPER POUCH WALINI WHITE TEA","31","PCS","002","2000","605040000","0",
"29","8992829107733","Teh Putih Seduh Walini-Paper Pouch 50 g","02100122","STANDING POUCH 12X20","31","PCS","003","2000","605040000","0",
"29","8992829107733","Teh Putih Seduh Walini-Paper Pouch 50 g","02100443","KARTON PAPER POUCH","31","PCS","004","200","605040000","0",
"29","8992829100008","Teh Wangi Celup DC Walini-Dus 50 g (25 TB x 2 g)","02100032","KARTON WALINI TC HITAM DOUBLE CHAMBER","31","PCS","001","24","605040000","0",
"29","8992829100008","Teh Wangi Celup DC Walini-Dus 50 g (25 TB x 2 g)","02100033","DUS WALINI TC WANGI","31","PCS","002","576","605040000","0",
"29","8992829105502","Teh Hitam BP 1 Seduh Walini-Dus 200 g","02000187","TEH BP I SUKAWANA","01","KILOGRAM","001","100","605080000","0",
"29","8992829105502","Teh Hitam BP 1 Seduh Walini-Dus 200 g","02100063","DUS WALINI BP 1","31","PCS","002","500","605040000","0",
"29","8992829105502","Teh Hitam BP 1 Seduh Walini-Dus 200 g","02100013","METALIZING ROLL TS WALINI 250 MM","01","KILOGRAM","003","0,017","605040000","0",
"29","8992829105502","Teh Hitam BP 1 Seduh Walini-Dus 200 g","02100028","OPP LEBAR 200 MM","01","KILOGRAM","004","0,15","605040000","0",
"29","8992829105502","Teh Hitam BP 1 Seduh Walini-Dus 200 g","02100439","KARTON TEH SEDUH WALINI ALL VARIANT","31","PCS","005","10,416","605040000","0",
"29","8992829101198","Teh Hitam Klasik Celup Walini-Amplop 1.8 g","02100185","FILTER PAPER 125 MM","01","KILOGRAM","001","6,115","605040000","0",
"29","8992829101198","Teh Hitam Klasik Celup Walini-Amplop 1.8 g","02100228","BENANG 20/3","01","KILOGRAM","002","1,111","605040000","0",
"29","8992829101198","Teh Hitam Klasik Celup Walini-Amplop 1.8 g","02100233","LEM PC 2358 E UNTUK MAISA","01","KILOGRAM","003","0,9536","605040000","0",
"29","8992829101198","Teh Hitam Klasik Celup Walini-Amplop 1.8 g","02100319","TEA TAG WALINI SINGLE CLASSIC MAISA","31","PCS","004","55550","605040000","0",
"29","8992829101198","Teh Hitam Klasik Celup Walini-Amplop 1.8 g","02100362","AMPLOP TC HITAM WALINI KLASIK","31","PCS","005","55550","605040000","0",
"29","8992829101198","Teh Hitam Klasik Celup Walini-Amplop 1.8 g","02100032","KARTON WALINI TC HITAM DOUBLE CHAMBER","31","PCS","006","111","605040000","0",
"29","8992829101198","Teh Hitam Klasik Celup Walini-Amplop 1.8 g","02100298","SEALTAPE 2'","15","ROLL","007","1,11","605040000","0",
"29","8992829101198","Teh Hitam Klasik Celup Walini-Amplop 1.8 g","02100189","PLASTIK PAPER SACHET 20 x 30 cm TEBAL 0,3 MIKRON","01","KILOGRAM","008","2,22","605040000","0",
"29","8992829101198","Teh Hitam Klasik Celup Walini-Amplop 1.8 g","02000125","TEH PF I SUKAWANA","01","KILOGRAM","009","5","605080000","0",
"29","8992829101198","Teh Hitam Klasik Celup Walini-Amplop 1.8 g","02000325","TEH PD SPERATA","01","KILOGRAM","010","10","605080000","0",
"29","8992829101198","Teh Hitam Klasik Celup Walini-Amplop 1.8 g","02000313","TEH DUST SEDEP","01","KILOGRAM","011","25","605080000","0",
"29","8992829101198","Teh Hitam Klasik Celup Walini-Amplop 1.8 g","02000001","TEH DUST I LIN","01","KILOGRAM","012","60","605080000","0",
"29","8992829117780","Teh Hitam Seduh Dayeuhmanggung BOP-Paper Kraft 500 gr","02000341","TEH BOP DAYEUHMANGGUNG","01","KILOGRAM","001","100","605080000","0",
"29","8992829117780","Teh Hitam Seduh Dayeuhmanggung BOP-Paper Kraft 500 gr","02100422","PAPER CRAFT","01","KILOGRAM","002","200","605040000","0",
"29","8992829117780","Teh Hitam Seduh Dayeuhmanggung BOP-Paper Kraft 500 gr","02100233","LEM PC 2358 E UNTUK MAISA","01","KILOGRAM","003","0,35","605040000","0",
"29","8992829101151","Teh Hitam Celup SC Lingga-Paper Sachet 2 g","02100185","FILTER PAPER 125 MM","01","KILOGRAM","001","5,5","605040000","0",
"29","8992829101151","Teh Hitam Celup SC Lingga-Paper Sachet 2 g","02100233","LEM PC 2358 E UNTUK MAISA","01","KILOGRAM","002","0,71","605040000","0",
"29","8992829101151","Teh Hitam Celup SC Lingga-Paper Sachet 2 g","02100228","BENANG 20/3","01","KILOGRAM","003","1","605040000","0",
"29","8992829117771","Teh Hitam seduh Ciater BOPF-Paper Kraft 500 g","02100422","PAPER CRAFT","31","PCS","001","200","605040000","0",
"29","8992829117771","Teh Hitam seduh Ciater BOPF-Paper Kraft 500 g","02000109","TEH BOPF MALABAR","01","KILOGRAM","002","100","605080000","0",
"29","8992829117771","Teh Hitam seduh Ciater BOPF-Paper Kraft 500 g","02100233","LEM PC 2358 E UNTUK MAISA","01","KILOGRAM","003","0,35","605040000","0",
"29","8992829117779","Teh Hitam Seduh Dayeuhmanggung BOPF-Paper Kraft 500 gr","02000340","TEH BOPF DAYEUHMANGGUNG","01","KILOGRAM","001","100","605080000","0",
"29","8992829117779","Teh Hitam Seduh Dayeuhmanggung BOPF-Paper Kraft 500 gr","02100422","PAPER CRAFT","31","PCS","002","200","605040000","0",
"29","8992829117779","Teh Hitam Seduh Dayeuhmanggung BOPF-Paper Kraft 500 gr","02100233","LEM PC 2358 E UNTUK MAISA","01","KILOGRAM","003","0,35","605040000","0",
"29","8992829107738","Teh Susu Instan Walini-Sachet 400 g (20 x 20 g)","02100387","PLASTIK AUTER INSTAN MILK TEA","31","PCS","001","250","605040000","0",
"29","8992829107738","Teh Susu Instan Walini-Sachet 400 g (20 x 20 g)","02100418","PLASTIK DALAM INSTAN MILK","15","ROLL","002","0,45","605040000","0",
"29","8992829107738","Teh Susu Instan Walini-Sachet 400 g (20 x 20 g)","02000279","GULA KASTOR","01","KILOGRAM","003","49,46","605080000","0",
"29","8992829105523","Teh 4 Dus Seduh Walini Exclusive - Bamboo Box 205 g","02200130","KOTAK BAMBU 4 TRAY","31","PCS","001","487,8","605040000","0",
"29","8992829105523","Teh 4 Dus Seduh Walini Exclusive - Bamboo Box 205 g","02000335","TEH BP 1 WALINI","01","KILOGRAM","002","39,0243902439","605080000","0",
"29","8992829100025","Teh Lemon Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02000024","TEH PF II MALABAR","01","KILOGRAM","002","27,6","605080000","0",
"29","8992829100025","Teh Lemon Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02100233","LEM PC 2358 E UNTUK MAISA","01","KILOGRAM","003","0,714","605040000","0",
"29","8992829100025","Teh Lemon Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02100424","AMPLOP TC LEMON WALINI KLASIK","31","PCS","004","55575","605040000","0",
"29","8992829100025","Teh Lemon Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02100298","SEALTAPE 2'","15","ROLL","005","1,11","605040000","0",
"29","8992829100025","Teh Lemon Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02100228","BENANG 20/3","01","KILOGRAM","006","1,28","605040000","0",
"29","8992829100025","Teh Lemon Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02100430","DUS TC WALINI LEMON KLASIK 25'S AMPLOP","31","PCS","007","2223","605040000","0",
"29","8992829100025","Teh Lemon Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02100442","KARTON TEH CELUP WALINI KLASIK AMPLOP ALL VARIANT","31","PCS","008","46,29","605040000","0",
"29","8992829100025","Teh Lemon Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02100185","FILTER PAPER 125 MM","01","KILOGRAM","009","6,11","605040000","0",
"29","8992829100025","Teh Lemon Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02100319","TEA TAG WALINI SINGLE CLASSIC MAISA","31","PCS","010","55575","605040000","0",
"29","8992829100025","Teh Lemon Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02100437","OPP LEBAR 220 MM","01","KILOGRAM","011","3,11111","605040000","0",
"29","8992829100025","Teh Lemon Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02000194","FLAVOUR KERING LEMON UTK WALINI","01","KILOGRAM","012","8","605080000","0",
"29","8992829100021","Teh Lemon Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","02000194","FLAVOUR KERING LEMON UTK WALINI","01","KILOGRAM","001","7,9992","605080000","0",
"29","8992829100021","Teh Lemon Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","02000024","TEH PF II MALABAR","01","KILOGRAM","002","27,5591","605080000","0",
"29","8992829100021","Teh Lemon Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","02100012","METALIZING BAG utk TC WALINI","31","PCS","003","2222,22","605040000","0",
"29","8992829100021","Teh Lemon Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","02100185","FILTER PAPER 125 MM","01","KILOGRAM","004","6,115","605040000","0",
"29","8992829100021","Teh Lemon Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","02100228","BENANG 20/3","01","KILOGRAM","005","1,11","605040000","0",
"29","8992829100021","Teh Lemon Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","02100233","LEM PC 2358 E UNTUK MAISA","01","KILOGRAM","006","0,9536","605040000","0",
"29","8992829100021","Teh Lemon Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","02100319","TEA TAG WALINI SINGLE CLASSIC MAISA","31","PCS","007","55555","605040000","0",
"29","8992829100021","Teh Lemon Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","02100395","DUS WALINI TC LEMON KLASIK","31","PCS","008","2222,22","605040000","0",
"29","8992829100021","Teh Lemon Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","02100409","KARTON TC WALINI KLASIK ALL VARIAN","31","PCS","009","46,2","605040000","0",
"29","8992829100021","Teh Lemon Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","02100298","SEALTAPE 2'","15","ROLL","010","1,11","605040000","0",
"29","8992829100021","Teh Lemon Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","02000209","TEH FANN SUKAWANA","01","KILOGRAM","011","64,3917","605080000","0",
"29","8992829100021","Teh Lemon Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","02100028","OPP LEBAR 200 MM","01","KILOGRAM","012","3,24","605040000","0",
"29","8992829100021","Teh Lemon Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","02100230","OPP LEBAR 210 MM","01","KILOGRAM","013","3,24","605040000","0",
"29","8992829100022","Teh Hijau Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","02100228","BENANG 20/3","01","KILOGRAM","002","1,11","605040000","0",
"29","8992829100022","Teh Hijau Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","02100233","LEM PC 2358 E UNTUK MAISA","01","KILOGRAM","003","0,9536","605040000","0",
"29","8992829100022","Teh Hijau Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","02100319","TEA TAG WALINI SINGLE CLASSIC MAISA","31","PCS","004","55550","605040000","0",
"29","8992829100022","Teh Hijau Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","02100396","DUS WALINI TC HIJAU KLASIK","31","PCS","005","2222,22","605040000","0",
"29","8992829100022","Teh Hijau Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","02100409","KARTON TC WALINI KLASIK ALL VARIAN","31","PCS","006","46,296","605040000","0",
"29","8992829100022","Teh Hijau Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","02100298","SEALTAPE 2'","15","ROLL","007","1,11","605040000","0",
"29","8992829100022","Teh Hijau Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","02100028","OPP LEBAR 200 MM","01","KILOGRAM","008","3,24","605040000","0",
"29","8992829100022","Teh Hijau Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","02000237","TEH KONACHA CHAKRA","01","KILOGRAM","009","100","605080000","0",
"29","8992829100022","Teh Hijau Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","02100012","METALIZING BAG utk TC WALINI","31","PCS","010","2222,22","605040000","0",
"29","8992829100023","Teh Leci Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","02000221","TEH FANN WALINI","01","KILOGRAM","001","66,5","605080000","0",
"29","8992829100023","Teh Leci Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","02000024","TEH PF II MALABAR","01","KILOGRAM","002","28,5","605080000","0",
"29","8992829100023","Teh Leci Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","02100233","LEM PC 2358 E UNTUK MAISA","01","KILOGRAM","003","0,714","605040000","0",
"29","8992829100023","Teh Leci Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","02100298","SEALTAPE 2'","15","ROLL","004","1,11","605040000","0",
"29","8992829100023","Teh Leci Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","02100228","BENANG 20/3","01","KILOGRAM","005","1,28","605040000","0",
"29","8992829100023","Teh Leci Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","02100441","DUS WALINI TC LECI KLASIK","31","PCS","006","2223","605040000","0",
"29","8992829100023","Teh Leci Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","02100409","KARTON TC WALINI KLASIK ALL VARIAN","31","PCS","007","46,29","605040000","0",
"29","8992829100023","Teh Leci Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","02100185","FILTER PAPER 125 MM","01","KILOGRAM","008","6,11","605040000","0",
"29","8992829100023","Teh Leci Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","02100319","TEA TAG WALINI SINGLE CLASSIC MAISA","31","PCS","009","55575","605040000","0",
"29","8992829100023","Teh Leci Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","02100230","OPP LEBAR 210 MM","15","ROLL","010","1,28","605040000","0",
"29","8992829100023","Teh Leci Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","02000196","FLAVOUR KERING LECI UTK WALINI","01","KILOGRAM","011","5","605080000","0",
"29","8992829100023","Teh Leci Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","02100012","METALIZING BAG utk TC WALINI","31","PCS","012","2223","605040000","0",
"29","8992829112200","Teh Hitam Celup SC SP Gunung Mas-Dus 1.11 Kg (25 TB x 1.85 g)","02100185","FILTER PAPER 125 MM","01","KILOGRAM","001","5,9483","605040000","0",
"29","8992829105523","Teh 4 Dus Seduh Walini Exclusive - Bamboo Box 205 g","02000330","TEH PUTIH SILVER NEEDLE PURBAWINDU","01","KILOGRAM","003","7,317","605080000","0",
"29","8992829101195","Teh Hitam Celup Dc Walini KLasik-Amplop 2 g","02000003","TEH DUST I WAN","01","KILOGRAM","008","59,994","605080000","0",
"29","8992829101195","Teh Hitam Celup Dc Walini KLasik-Amplop 2 g","02000125","TEH PF I SUKAWANA","01","KILOGRAM","011","4,999","605080000","0",
"29","8992829101195","Teh Hitam Celup Dc Walini KLasik-Amplop 2 g","02100189","PLASTIK PAPER SACHET 20 x 30 cm TEBAL 0,3 MIKRON","01","KILOGRAM","012","2,22","605040000","0",
"29","8992829107702","Teh Susu Instan Walini-Dus 100 g (5 x 20 g)","02000279","GULA KASTOR","01","KILOGRAM","001","49,46","605080000","0",
"29","8992829107702","Teh Susu Instan Walini-Dus 100 g (5 x 20 g)","02000210","EKSTRAK KERING TEH HIJAU JVP (GTX)","01","KILOGRAM","002","0,6","605080000","0",
"29","8992829107702","Teh Susu Instan Walini-Dus 100 g (5 x 20 g)","02000257","EKSTRAK KERING TEH HITAM (BTX)","01","KILOGRAM","003","4,4","605080000","0",
"29","8992829112202","Teh Hitam Celup SC Netral-Plastik 0,925 Kg (500 TB x 1.85 kg)","02100233","LEM PC 2358 E UNTUK MAISA","01","KILOGRAM","005","0,648","605040000","0",
"29","8992829112202","Teh Hitam Celup SC Netral-Plastik 0,925 Kg (500 TB x 1.85 kg)","02100275","TAG S.P GUNUNG MAS","31","PCS","006","54055","605040000","0",
"29","8992829112202","Teh Hitam Celup SC Netral-Plastik 0,925 Kg (500 TB x 1.85 kg)","02100279","PLASTIK NETRAL","31","PCS","007","5","605040000","0",
"29","8992829107738","Teh Susu Instan Walini-Sachet 400 g (20 x 20 g)","02000203","SUSU BUBUK UTK WALINI","01","KILOGRAM","007","15","605080000","0",
"29","8992829107738","Teh Susu Instan Walini-Sachet 400 g (20 x 20 g)","02000204","SUCRALOSE","01","KILOGRAM","008","0,04","605080000","0",
"29","8992829107738","Teh Susu Instan Walini-Sachet 400 g (20 x 20 g)","02100439","KARTON TEH SEDUH WALINI ALL VARIANT","31","PCS","009","10,41","605040000","0",
"29","8992829107738","Teh Susu Instan Walini-Sachet 400 g (20 x 20 g)","02000286","MAGNESIUM KARBONAT (MGCO3)","01","KILOGRAM","010","0,5","605080000","0",
"29","8992829107738","Teh Susu Instan Walini-Sachet 400 g (20 x 20 g)","02100298","SEALTAPE 2'","15","ROLL","011","0,27","605040000","0",
"29","8992829107732","Teh Hitam Seduh Walini-Paper Pouch 50 g","02000109","TEH BOPF MALABAR","01","KILOGRAM","001","100","605080000","0",
"29","8992829107732","Teh Hitam Seduh Walini-Paper Pouch 50 g","02100420","PAPER POUCH WALINI BLACK TEA","31","PCS","002","2000","605040000","0",
"29","8992829107732","Teh Hitam Seduh Walini-Paper Pouch 50 g","02100122","STANDING POUCH 12X20","31","PCS","003","2000","605040000","0",
"29","8992829107732","Teh Hitam Seduh Walini-Paper Pouch 50 g","02100423","STIKER POUCH","31","PCS","004","2000","605040000","0",
"29","8992829107734","Teh Hijau Seduh Walini-Paper Pouch 50 g","02100421","PAPER POUCH WALINI GREEN TEA","31","PCS","001","2000","605040000","0",
"29","8992829107734","Teh Hijau Seduh Walini-Paper Pouch 50 g","02100122","STANDING POUCH 12X20","31","PCS","002","2000","605080000","0",
"29","8992829107734","Teh Hijau Seduh Walini-Paper Pouch 50 g","02000258","TEH GUN POWDER CHAKRA","01","KILOGRAM","003","100","605080000","0",
"29","8992829107734","Teh Hijau Seduh Walini-Paper Pouch 50 g","02100423","STIKER POUCH","31","PCS","004","2000","605080000","0",
"29","8992829112256","Teh Hitam Seduh Gunung Mas-Bungkus 250 g (60 x 250 g)","02100306","KERTAS PEMBUNGKUS GUNUNG MAS 250 GR","31","PCS","001","375,33","605040000","0",
"29","8992829112256","Teh Hitam Seduh Gunung Mas-Bungkus 250 g (60 x 250 g)","02100397","KARTON GUNUNG MAS HITAM SEDUH ALL VARIAN","31","PCS","002","6,667","605040000","0",
"29","8992829112256","Teh Hitam Seduh Gunung Mas-Bungkus 250 g (60 x 250 g)","02100358","PLASTIK GUNUNG MAS 250 GR","01","KILOGRAM","003","0,486","605040000","0",
"29","8992829112256","Teh Hitam Seduh Gunung Mas-Bungkus 250 g (60 x 250 g)","02100234","LEM INWOOD","01","KILOGRAM","004","0,11","605040000","0",
"29","8992829112256","Teh Hitam Seduh Gunung Mas-Bungkus 250 g (60 x 250 g)","02100298","SEALTAPE 2'","15","ROLL","005","0,2467","605040000","0",
"29","8992829112256","Teh Hitam Seduh Gunung Mas-Bungkus 250 g (60 x 250 g)","02100236","SEALTAPE 0,5 INCI","15","ROLL","006","0,4167","605040000","0",
"29","8992829112256","Teh Hitam Seduh Gunung Mas-Bungkus 250 g (60 x 250 g)","00100173","NATRIUM BENZOAT","01","KILOGRAM","007","0,0067","605040000","0",
"29","8992829112256","Teh Hitam Seduh Gunung Mas-Bungkus 250 g (60 x 250 g)","02100001","Terusi","01","KILOGRAM","008","0,0067","605040000","0",
"29","8992829112256","Teh Hitam Seduh Gunung Mas-Bungkus 250 g (60 x 250 g)","02100338","ACI","01","KILOGRAM","009","0,24","605040000","0",
"29","8992829100010","Teh Blackcurrant Celup DC Walini-Dus 50 g (25 TB x 2 g)","02100016","FILTER PAPER 94 MM","01","KILOGRAM","001","10","605040000","0",
"29","8992829100010","Teh Blackcurrant Celup DC Walini-Dus 50 g (25 TB x 2 g)","02100228","BENANG 20/3","01","KILOGRAM","002","0,7","605040000","0",
"29","8992829100010","Teh Blackcurrant Celup DC Walini-Dus 50 g (25 TB x 2 g)","02100006","WIRE ALUMINIUM","01","KILOGRAM","003","0,6917","605040000","0",
"29","8992829100010","Teh Blackcurrant Celup DC Walini-Dus 50 g (25 TB x 2 g)","02100095","TEA TAG WALINI DOUBLE CHAMBER HST","31","PCS","004","50000","605040000","0",
"29","8992829100010","Teh Blackcurrant Celup DC Walini-Dus 50 g (25 TB x 2 g)","02100012","METALIZING BAG utk TC WALINI","31","PCS","005","2000","605040000","0",
"29","8992829107731","Teh Hitam Seduh Walini-Pouch 50 g","02100420","PAPER POUCH WALINI BLACK TEA","31","PCS","001","2000","605040000","0",
"29","8992829107731","Teh Hitam Seduh Walini-Pouch 50 g","02000101","TEH BOP I SP MALABAR","01","KILOGRAM","002","100","605080000","0",
"29","8992829107731","Teh Hitam Seduh Walini-Pouch 50 g","02100122","STANDING POUCH 12X20","31","PCS","003","2000","605080000","0",
"29","8992829117770","Teh Hitam Seduh FANN II","02000010","TEH FANN II MAL","01","KILOGRAM","001","100","605080000","0",
"29","8992829112256","Teh Hitam Seduh Gunung Mas-Bungkus 250 g (60 x 250 g)","02000044","TEH BM RANCABOLANG","01","KILOGRAM","010","100","605080000","0",
"29","8992829100008","Teh Wangi Celup DC Walini-Dus 50 g (25 TB x 2 g)","02100230","OPP LEBAR 210 MM","01","KILOGRAM","003","0,66","605040000","0",
"29","8992829105500","Teh Hitam Seduh Walini-Dus 100 g","02000118","TEH BT MALABAR","01","KILOGRAM","001","75","605080000","0",
"29","8992829105500","Teh Hitam Seduh Walini-Dus 100 g","02000109","TEH BOPF MALABAR","01","KILOGRAM","002","25","605080000","0",
"29","8992829105500","Teh Hitam Seduh Walini-Dus 100 g","02100013","METALIZING ROLL TS WALINI 250 MM","15","ROLL","003","0,3","605040000","0",
"29","8992829105515","Teh Putih Seduh Walini-Box 50 g (2 x 25 g)","02000330","TEH PUTIH SILVER NEEDLE PURBAWINDU","01","KILOGRAM","001","100","605080000","0",
"29","8992829105515","Teh Putih Seduh Walini-Box 50 g (2 x 25 g)","02100194","BOKS KAYU TEH PUTIH WALINI 2 X 25 G","31","PCS","002","2000","605040000","0",
"29","8992829101195","Teh Hitam Celup Dc Walini KLasik-Amplop 2 g","02000313","TEH DUST SEDEP","01","KILOGRAM","009","24,9975","605080000","0",
"29","8992829107739","Teh Lemon Instan Walini-Sachet 400 g (20 x 20 g)","02000337","TEA SPRAY DIER","01","KILOGRAM","015","0,5","605080000","0",
"29","8992829114413","Teh Hitam Celup SC Super Indo 365-Dus 50 gr (25 TB x 2 g)","02100233","LEM PC 2358 E UNTUK MAISA","01","KILOGRAM","001","0,954","605040000","0",
"29","8992829114413","Teh Hitam Celup SC Super Indo 365-Dus 50 gr (25 TB x 2 g)","02000209","TEH FANN SUKAWANA","01","KILOGRAM","002","10","605080000","0",
"29","8992829114413","Teh Hitam Celup SC Super Indo 365-Dus 50 gr (25 TB x 2 g)","02000010","TEH FANN II MAL","01","KILOGRAM","003","90","605080000","0",
"29","8992829114413","Teh Hitam Celup SC Super Indo 365-Dus 50 gr (25 TB x 2 g)","02100199","KARTON SUPER INDO","31","PCS","004","83,33","605040000","0",
"29","8992829114413","Teh Hitam Celup SC Super Indo 365-Dus 50 gr (25 TB x 2 g)","02100298","SEALTAPE 2'","15","ROLL","005","1","605040000","0",
"29","8992829114413","Teh Hitam Celup SC Super Indo 365-Dus 50 gr (25 TB x 2 g)","02100028","OPP LEBAR 200 MM","01","KILOGRAM","006","3,24","605040000","0",
"29","8992829114413","Teh Hitam Celup SC Super Indo 365-Dus 50 gr (25 TB x 2 g)","02100205","DUS SUPER INDO TC HITAM","31","PCS","007","2000","605040000","0",
"29","8992829114413","Teh Hitam Celup SC Super Indo 365-Dus 50 gr (25 TB x 2 g)","02100228","BENANG 20/3","01","KILOGRAM","008","1,11","605040000","0",
"29","8992829114413","Teh Hitam Celup SC Super Indo 365-Dus 50 gr (25 TB x 2 g)","02100185","FILTER PAPER 125 MM","01","KILOGRAM","009","6,115","605040000","0",
"29","8992829114413","Teh Hitam Celup SC Super Indo 365-Dus 50 gr (25 TB x 2 g)","02100012","METALIZING BAG utk TC WALINI","31","PCS","010","2000","605040000","0",
"29","8992829114415","Teh Wangi Celup SC Super Indo 365-Dus 50 gr (25 TB x 2 g)","02100233","LEM PC 2358 E UNTUK MAISA","01","KILOGRAM","001","0,954","605040000","0",
"29","8992829114415","Teh Wangi Celup SC Super Indo 365-Dus 50 gr (25 TB x 2 g)","02000209","TEH FANN SUKAWANA","01","KILOGRAM","002","10","605080000","0",
"29","8992829114415","Teh Wangi Celup SC Super Indo 365-Dus 50 gr (25 TB x 2 g)","02000010","TEH FANN II MAL","01","KILOGRAM","003","89","605080000","0",
"29","8992829114415","Teh Wangi Celup SC Super Indo 365-Dus 50 gr (25 TB x 2 g)","02000200","FLAVOUR KERING MELATI UTK MAKLUN","01","KILOGRAM","004","1","605080000","0",
"29","8992829114415","Teh Wangi Celup SC Super Indo 365-Dus 50 gr (25 TB x 2 g)","02100199","KARTON SUPER INDO","31","PCS","005","83,33","605040000","0",
"29","8992829114415","Teh Wangi Celup SC Super Indo 365-Dus 50 gr (25 TB x 2 g)","02100298","SEALTAPE 2'","15","ROLL","006","1","605040000","0",
"29","8992829114415","Teh Wangi Celup SC Super Indo 365-Dus 50 gr (25 TB x 2 g)","02100028","OPP LEBAR 200 MM","15","ROLL","007","3,24","605040000","0",
"29","8992829114415","Teh Wangi Celup SC Super Indo 365-Dus 50 gr (25 TB x 2 g)","02100207","DUS SUPER INDO TC JASMINE","31","PCS","008","2000","605040000","0",
"29","8992829114415","Teh Wangi Celup SC Super Indo 365-Dus 50 gr (25 TB x 2 g)","02100228","BENANG 20/3","01","KILOGRAM","009","1,11","605040000","0",
"29","8992829114415","Teh Wangi Celup SC Super Indo 365-Dus 50 gr (25 TB x 2 g)","02100185","FILTER PAPER 125 MM","01","KILOGRAM","010","6,115","605040000","0",
"29","8992829114415","Teh Wangi Celup SC Super Indo 365-Dus 50 gr (25 TB x 2 g)","02100012","METALIZING BAG utk TC WALINI","31","PCS","011","2000","605040000","0",
"29","8992829100024","Teh Wangi Klasik Celup SC Walini-Dus 45 g (25 TB x 1,8 g)","02100233","LEM PC 2358 E UNTUK MAISA","01","KILOGRAM","003","0,9536","605040000","0",
"29","8992829100024","Teh Wangi Klasik Celup SC Walini-Dus 45 g (25 TB x 1,8 g)","02100319","TEA TAG WALINI SINGLE CLASSIC MAISA","31","PCS","004","55556","605040000","0",
"29","8992829100024","Teh Wangi Klasik Celup SC Walini-Dus 45 g (25 TB x 1,8 g)","02100012","METALIZING BAG utk TC WALINI","31","PCS","005","2222,22","605040000","0",
